sID,sNR,cond,run,block,gtnum,gkind,gcolor,gint,gintVal,gtheButton,gresp,gRT,geval,gpairKind,gpairCorr,gpairRelate,gprevInt
15_C,11,2,5,34,7,0,3,0,0,1,1,521,1,1,1,2,0
15_C,11,2,5,34,8,0,3,0,0,1,1,597,1,1,1,3,0
15_C,11,2,5,34,9,1,1,1,400,2,2,564,2,2,2,1,0
15_C,11,2,5,34,10,0,1,0,0,1,1,658,1,3,5,1,1
15_C,11,2,5,34,11,0,1,0,0,1,1,687,1,1,1,2,0
15_C,11,2,5,34,12,0,1,0,0,2,2,649,1,1,1,1,0
15_C,11,1,5,35,1,0,32899464,0,0,2,2,628,1,3,5,1,99
15_C,11,1,5,35,2,0,32899464,0,0,2,2,579,1,1,1,2,0
15_C,11,1,5,35,3,0,32899464,0,0,2,2,655,1,1,1,2,0
15_C,11,1,5,35,4,0,32899464,0,0,1,1,687,1,1,1,1,0
15_C,11,1,5,35,5,0,32899464,0,0,1,1,570,1,1,1,2,0
15_C,11,1,5,35,6,0,32899464,0,0,2,2,620,1,1,1,1,0
15_C,11,1,5,35,7,0,32899464,0,0,1,1,627,1,1,1,1,0
15_C,11,1,5,35,8,0,32899464,0,0,1,1,662,1,1,1,3,0
15_C,11,1,5,35,9,0,32899464,0,0,1,1,640,1,1,1,3,0
15_C,11,1,5,35,10,0,32899464,0,0,2,2,679,1,1,1,1,0
15_C,11,1,5,35,11,0,32899464,0,0,2,2,584,1,1,1,2,0
15_C,11,1,5,35,12,0,32899464,0,0,2,2,629,1,1,1,3,0
15_C,11,1,5,36,1,0,32899464,0,0,1,1,735,2,3,5,1,0
15_C,11,1,5,36,2,0,32899464,0,0,1,1,523,1,1,5,2,0
15_C,11,1,5,36,3,0,32899464,0,0,2,2,621,1,1,1,1,0
15_C,11,1,5,36,4,0,32899464,0,0,2,2,647,1,1,1,3,0
15_C,11,1,5,36,5,0,32899464,0,0,2,2,625,1,1,1,3,0
15_C,11,1,5,36,6,0,32899464,0,0,1,1,640,1,1,1,1,0
15_C,11,1,5,36,7,0,32899464,0,0,2,2,668,1,1,1,1,0
15_C,11,1,5,36,8,0,32899464,0,0,2,2,635,1,1,1,3,0
15_C,11,1,5,36,9,0,32899464,0,0,1,1,664,1,1,1,1,0
15_C,11,1,5,36,10,0,32899464,0,0,1,1,884,2,1,2,2,0
15_C,11,1,5,36,11,0,32899464,0,0,2,2,613,1,1,5,1,0
15_C,11,1,5,36,12,0,32899464,0,0,2,2,648,1,1,1,2,0
15_C,11,2,5,37,1,1,3,1,350,2,0,0,1,4,5,1,0
15_C,11,2,5,37,2,0,3,0,0,1,1,713,2,3,2,1,1
15_C,11,2,5,37,3,1,3,1,350,2,0,0,1,2,5,1,0
15_C,11,2,5,37,4,1,1,1,400,2,2,581,2,4,2,2,1
15_C,11,2,5,37,5,0,1,0,0,1,1,1020,2,3,5,1,1
15_C,11,2,5,37,6,0,1,0,0,2,2,650,1,1,5,1,0
15_C,11,2,5,37,7,1,4,1,350,1,0,0,1,2,1,1,0
15_C,11,2,5,37,8,1,4,2,300,1,1,479,2,4,2,3,1
15_C,11,2,5,37,9,0,4,0,0,2,2,636,1,3,5,1,2
15_C,11,2,5,37,10,0,4,0,0,1,1,749,2,1,2,1,0
15_C,11,2,5,37,11,0,4,0,0,2,2,674,1,1,5,1,0
15_C,11,2,5,37,12,1,4,2,250,1,0,0,1,2,1,1,0
15_C,11,1,5,38,1,0,32899464,0,0,2,1,1069,4,3,5,1,0
15_C,11,1,5,38,2,0,32899464,0,0,2,2,633,1,1,5,2,0
15_C,11,1,5,38,3,0,32899464,0,0,1,1,632,1,1,1,1,0
15_C,11,1,5,38,4,0,32899464,0,0,1,1,605,1,1,1,3,0
15_C,11,1,5,38,5,0,32899464,0,0,2,2,678,1,1,1,1,0
15_C,11,1,5,38,6,0,32899464,0,0,2,2,678,1,1,1,3,0
15_C,11,1,5,38,7,0,32899464,0,0,2,2,673,1,1,1,3,0
15_C,11,1,5,38,8,0,32899464,0,0,1,1,625,1,1,1,1,0
15_C,11,1,5,38,9,0,32899464,0,0,2,2,642,1,1,1,1,0
15_C,11,1,5,38,10,0,32899464,0,0,2,2,624,1,1,1,3,0
15_C,11,1,5,38,11,0,32899464,0,0,1,1,612,1,1,1,1,0
15_C,11,1,5,38,12,0,32899464,0,0,1,1,641,1,1,1,3,0
15_C,11,2,5,39,1,0,4,0,0,2,2,841,2,3,5,1,2
15_C,11,2,5,39,2,0,4,0,0,2,2,492,1,1,5,2,0
15_C,11,2,5,39,3,0,4,0,0,1,1,707,2,1,2,1,0
15_C,11,2,5,39,4,1,3,1,350,2,0,0,1,2,5,1,0
15_C,11,2,5,39,5,0,3,0,0,2,2,690,1,3,1,3,1
15_C,11,2,5,39,6,0,3,0,0,1,1,633,1,1,1,1,0
15_C,11,2,5,39,7,0,3,0,0,1,1,598,1,1,1,2,0
15_C,11,2,5,39,8,1,3,1,400,2,0,0,1,2,1,1,0
15_C,11,2,5,39,9,0,3,0,0,1,1,645,1,3,1,1,1
15_C,11,2,5,39,10,0,3,0,0,2,2,643,1,1,1,1,0
15_C,11,2,5,39,11,0,3,0,0,1,1,606,1,1,1,1,0
15_C,11,2,5,39,12,1,1,1,400,2,2,571,2,2,2,1,0
15_C,11,1,5,40,1,0,32899464,0,0,2,2,592,1,3,5,1,0
15_C,11,1,5,40,2,0,32899464,0,0,2,2,603,1,1,1,3,0
15_C,11,1,5,40,3,0,32899464,0,0,1,1,621,1,1,1,1,0
15_C,11,1,5,40,4,0,32899464,0,0,2,2,693,1,1,1,1,0
15_C,11,1,5,40,5,0,32899464,0,0,2,2,672,1,1,1,3,0
15_C,11,1,5,40,6,0,32899464,0,0,1,1,622,1,1,1,1,0
15_C,11,1,5,40,7,0,32899464,0,0,1,1,645,1,1,1,2,0
15_C,11,1,5,40,8,0,32899464,0,0,1,1,581,1,1,1,3,0
15_C,11,1,5,40,9,0,32899464,0,0,2,2,654,1,1,1,1,0
15_C,11,1,5,40,10,0,32899464,0,0,1,1,647,1,1,1,1,0
15_C,11,1,5,40,11,0,32899464,0,0,1,1,752,2,1,2,2,0
15_C,11,1,5,40,12,0,32899464,0,0,1,1,688,1,1,5,3,0
15_C,11,1,6,41,1,0,32899464,0,0,2,2,1088,2,3,5,1,99
15_C,11,1,6,41,2,0,32899464,0,0,2,2,575,1,1,5,3,0
15_C,11,1,6,41,3,0,32899464,0,0,2,2,663,1,1,1,2,0
15_C,11,1,6,41,4,0,32899464,0,0,1,1,776,2,1,2,1,0
15_C,11,1,6,41,5,0,32899464,0,0,2,2,642,1,1,5,1,0
15_C,11,1,6,41,6,0,32899464,0,0,2,2,614,1,1,1,3,0
15_C,11,1,6,41,7,0,32899464,0,0,2,2,673,1,1,1,2,0
15_C,11,1,6,41,8,0,32899464,0,0,1,1,658,1,1,1,1,0
15_C,11,1,6,41,9,0,32899464,0,0,2,2,688,1,1,1,1,0
15_C,11,1,6,41,10,0,32899464,0,0,1,1,585,1,1,1,1,0
15_C,11,1,6,41,11,0,32899464,0,0,2,2,616,1,1,1,1,0
15_C,11,1,6,41,12,0,32899464,0,0,2,2,632,1,1,1,2,0
15_C,11,2,6,42,1,0,32899464,0,0,2,1,891,4,3,5,1,99
15_C,11,2,6,42,2,0,32899464,0,0,1,1,622,1,1,5,1,0
15_C,11,2,6,42,3,1,4,2,300,1,1,487,2,2,2,3,0
15_C,11,2,6,42,4,0,4,0,0,1,1,623,1,3,5,3,2
15_C,11,2,6,42,5,1,2,2,250,1,0,0,1,2,1,2,0
15_C,11,2,6,42,6,0,2,0,0,1,1,505,1,3,1,3,2
15_C,11,2,6,42,7,1,3,1,250,2,0,0,1,2,1,1,0
15_C,11,2,6,42,8,0,3,0,0,2,2,562,1,3,1,3,1
15_C,11,2,6,42,9,0,3,0,0,2,2,684,1,1,1,3,0
15_C,11,2,6,42,10,1,1,1,250,2,0,0,1,2,1,2,0
15_C,11,2,6,42,11,1,4,1,300,1,1,622,2,4,2,1,1
15_C,11,2,6,42,12,1,4,1,250,1,1,1053,2,4,5,3,1
15_C,11,1,6,43,1,0,32899464,0,0,2,2,876,2,3,5,1,0
15_C,11,1,6,43,2,0,32899464,0,0,1,1,696,1,1,5,1,0
15_C,11,1,6,43,3,0,32899464,0,0,2,2,682,1,1,1,1,0
15_C,11,1,6,43,4,0,32899464,0,0,2,2,655,1,1,1,3,0
15_C,11,1,6,43,5,0,32899464,0,0,1,1,599,1,1,1,1,0
15_C,11,1,6,43,6,0,32899464,0,0,2,2,734,2,1,2,1,0
15_C,11,1,6,43,7,0,32899464,0,0,1,1,625,1,1,5,1,0
15_C,11,1,6,43,8,0,32899464,0,0,1,1,524,1,1,1,2,0
15_C,11,1,6,43,9,0,32899464,0,0,2,2,617,1,1,1,1,0
15_C,11,1,6,43,10,0,32899464,0,0,2,2,595,1,1,1,2,0
15_C,11,1,6,43,11,0,32899464,0,0,1,1,567,1,1,1,1,0
15_C,11,1,6,43,12,0,32899464,0,0,1,1,557,1,1,1,3,0
15_C,11,2,6,44,1,0,4,0,0,2,2,815,2,3,5,1,1
15_C,11,2,6,44,2,0,4,0,0,2,2,554,1,1,5,3,0
15_C,11,2,6,44,3,1,4,2,300,1,0,0,1,2,1,1,0
15_C,11,2,6,44,4,0,4,0,0,1,1,670,1,3,1,2,2
15_C,11,2,6,44,5,0,4,0,0,1,1,590,1,1,1,3,0
15_C,11,2,6,44,6,1,2,2,350,1,1,535,2,2,2,3,0
15_C,11,2,6,44,7,1,3,1,200,2,0,0,1,4,5,1,2
15_C,11,2,6,44,8,0,3,0,0,1,1,641,1,3,1,1,1
15_C,11,2,6,44,9,0,3,0,0,2,2,653,1,1,1,1,0
15_C,11,2,6,44,10,1,1,1,200,2,0,0,1,2,1,2,0
15_C,11,2,6,44,11,0,1,0,0,1,1,632,1,3,1,1,1
15_C,11,2,6,44,12,0,1,0,0,1,1,629,1,1,1,2,0
15_C,11,1,6,45,1,0,32899464,0,0,1,2,872,4,3,5,1,0
15_C,11,1,6,45,2,0,32899464,0,0,1,1,655,1,1,5,2,0
15_C,11,1,6,45,3,0,32899464,0,0,2,2,635,1,1,1,1,0
15_C,11,1,6,45,4,0,32899464,0,0,2,2,608,1,1,1,3,0
15_C,11,1,6,45,5,0,32899464,0,0,1,1,656,1,1,1,1,0
15_C,11,1,6,45,6,0,32899464,0,0,1,1,682,1,1,1,2,0
15_C,11,1,6,45,7,0,32899464,0,0,1,1,660,1,1,1,2,0
15_C,11,1,6,45,8,0,32899464,0,0,1,1,614,1,1,1,3,0
15_C,11,1,6,45,9,0,32899464,0,0,2,2,680,1,1,1,1,0
15_C,11,1,6,45,10,0,32899464,0,0,1,1,629,1,1,1,1,0
15_C,11,1,6,45,11,0,32899464,0,0,2,2,600,1,1,1,1,0
15_C,11,1,6,45,12,0,32899464,0,0,2,2,589,1,1,1,3,0
15_C,11,1,6,46,1,0,32899464,0,0,1,1,610,1,3,5,1,0
15_C,11,1,6,46,2,0,32899464,0,0,1,1,585,1,1,1,3,0
15_C,11,1,6,46,3,0,32899464,0,0,1,1,585,1,1,1,3,0
15_C,11,1,6,46,4,0,32899464,0,0,1,1,656,1,1,1,2,0
15_C,11,1,6,46,5,0,32899464,0,0,2,2,641,1,1,1,1,0
15_C,11,1,6,46,6,0,32899464,0,0,2,2,605,1,1,1,2,0
15_C,11,1,6,46,7,0,32899464,0,0,1,1,663,1,1,1,1,0
15_C,11,1,6,46,8,0,32899464,0,0,2,1,778,4,1,4,1,0
15_C,11,1,6,46,9,0,32899464,0,0,2,2,723,2,1,5,2,0
15_C,11,1,6,46,10,0,32899464,0,0,2,2,635,1,1,5,2,0
15_C,11,1,6,46,11,0,32899464,0,0,2,2,698,1,1,1,3,0
15_C,11,1,6,46,12,0,32899464,0,0,2,2,611,1,1,1,2,0
15_C,11,2,6,47,1,1,4,2,300,1,0,0,1,4,5,1,0
15_C,11,2,6,47,2,1,2,2,350,1,1,534,2,4,2,2,2
15_C,11,2,6,47,3,0,2,0,0,2,2,702,2,3,5,1,2
15_C,11,2,6,47,4,0,2,0,0,2,2,611,1,1,5,2,0
15_C,11,2,6,47,5,1,3,1,250,2,0,0,1,2,1,3,0
15_C,11,2,6,47,6,1,1,1,250,2,0,0,1,4,1,2,1
15_C,11,2,6,47,7,0,1,0,0,2,2,628,1,3,1,3,1
15_C,11,2,6,47,8,0,1,0,0,2,2,727,2,1,2,2,0
15_C,11,2,6,47,9,0,1,0,0,1,1,649,1,1,5,1,0
15_C,11,2,6,47,10,1,4,1,300,1,0,0,1,2,1,2,0
15_C,11,2,6,47,11,1,4,1,300,1,0,0,1,4,1,3,1
15_C,11,2,6,47,12,0,4,0,0,1,1,593,1,3,1,3,1
15_C,11,2,6,48,1,0,4,0,0,1,2,780,4,3,5,1,0
15_C,11,2,6,48,2,0,4,0,0,2,2,670,1,1,5,1,0
15_C,11,2,6,48,3,0,4,0,0,1,1,716,2,1,2,1,0
15_C,11,2,6,48,4,1,4,2,300,1,0,0,1,2,5,3,0
15_C,11,2,6,48,5,1,2,2,350,1,1,528,2,4,2,2,2
15_C,11,2,6,48,6,1,3,1,350,2,0,0,1,4,5,1,2
15_C,11,2,6,48,7,1,1,1,350,2,2,526,2,4,2,2,1
15_C,11,2,6,48,8,1,4,1,300,1,0,0,1,4,5,1,1
15_C,11,2,6,48,9,0,4,0,0,1,1,638,1,3,1,2,1
15_C,11,2,6,48,10,0,4,0,0,2,2,681,1,1,1,1,0
15_C,11,2,6,48,11,0,4,0,0,1,1,716,2,1,2,1,0
15_C,11,2,6,48,12,0,4,0,0,2,2,713,2,1,5,1,0
15_C,11,1,7,49,1,0,32899464,0,0,2,2,839,2,3,5,1,99
15_C,11,1,7,49,2,0,32899464,0,0,2,2,607,1,1,5,2,0
15_C,11,1,7,49,3,0,32899464,0,0,1,1,696,1,1,1,1,0
15_C,11,1,7,49,4,0,32899464,0,0,2,2,695,1,1,1,1,0
15_C,11,1,7,49,5,0,32899464,0,0,1,1,829,2,1,2,1,0
15_C,11,1,7,49,6,0,32899464,0,0,1,1,600,1,1,5,3,0
15_C,11,1,7,49,7,0,32899464,0,0,2,2,668,1,1,1,1,0
15_C,11,1,7,49,8,0,32899464,0,0,1,1,699,1,1,1,1,0
15_C,11,1,7,49,9,0,32899464,0,0,1,1,595,1,1,1,3,0
15_C,11,1,7,49,10,0,32899464,0,0,2,2,591,1,1,1,1,0
15_C,11,1,7,49,11,0,32899464,0,0,2,2,646,1,1,1,3,0
15_C,11,1,7,49,12,0,32899464,0,0,2,2,640,1,1,1,2,0
15_C,11,1,7,50,1,0,32899464,0,0,1,1,704,2,3,5,1,0
15_C,11,1,7,50,2,0,32899464,0,0,2,2,602,1,1,5,1,0
15_C,11,1,7,50,3,0,32899464,0,0,1,1,669,1,1,1,1,0
15_C,11,1,7,50,4,0,32899464,0,0,2,2,648,1,1,1,1,0
15_C,11,1,7,50,5,0,32899464,0,0,1,1,673,1,1,1,1,0
15_C,11,1,7,50,6,0,32899464,0,0,2,2,633,1,1,1,1,0
15_C,11,1,7,50,7,0,32899464,0,0,1,1,641,1,1,1,1,0
15_C,11,1,7,50,8,0,32899464,0,0,1,1,642,1,1,1,3,0
15_C,11,1,7,50,9,0,32899464,0,0,1,1,682,1,1,1,2,0
15_C,11,1,7,50,10,0,32899464,0,0,2,2,647,1,1,1,1,0
15_C,11,1,7,50,11,0,32899464,0,0,2,2,613,1,1,1,3,0
15_C,11,1,7,50,12,0,32899464,0,0,2,2,667,1,1,1,3,0
15_C,11,2,7,51,1,0,32899464,0,0,2,2,818,2,3,5,1,99
15_C,11,2,7,51,2,0,32899464,0,0,2,2,507,1,1,5,3,0
15_C,11,2,7,51,3,0,32899464,0,0,2,2,616,1,1,1,3,0
15_C,11,2,7,51,4,1,4,1,250,1,0,0,1,2,1,1,0
15_C,11,2,7,51,5,0,4,0,0,1,1,646,1,3,1,3,1
15_C,11,2,7,51,6,0,4,0,0,2,2,650,1,1,1,1,0
15_C,11,2,7,51,7,0,4,0,0,1,1,736,2,1,2,1,0
15_C,11,2,7,51,8,0,4,0,0,1,1,690,1,1,5,3,0
15_C,11,2,7,51,9,0,4,0,0,1,1,727,2,1,2,2,0
15_C,11,2,7,51,10,0,4,0,0,2,2,773,2,1,5,1,0
15_C,11,2,7,51,11,1,1,2,300,2,0,0,1,2,5,2,0
15_C,11,2,7,51,12,0,1,0,0,2,1,759,4,3,4,2,2
15_C,11,2,7,52,1,0,1,0,0,2,2,693,1,3,5,1,0
15_C,11,2,7,52,2,0,1,0,0,2,2,530,1,1,1,3,0
15_C,11,2,7,52,3,0,1,0,0,1,1,643,1,1,1,1,0
15_C,11,2,7,52,4,1,4,1,250,1,0,0,1,2,1,2,0
15_C,11,2,7,52,5,0,4,0,0,1,1,603,1,3,1,2,1
15_C,11,2,7,52,6,1,1,2,350,2,0,0,1,2,1,1,0
15_C,11,2,7,52,7,0,1,0,0,2,2,691,1,3,1,2,2
15_C,11,2,7,52,8,1,1,1,300,2,0,0,1,2,1,2,0
15_C,11,2,7,52,9,0,1,0,0,2,2,550,1,3,1,3,1
15_C,11,2,7,52,10,0,1,0,0,2,2,646,1,1,1,2,0
15_C,11,2,7,52,11,0,1,0,0,1,1,581,1,1,1,1,0
15_C,11,2,7,52,12,0,1,0,0,2,2,680,1,1,1,1,0
15_C,11,2,7,53,1,1,4,1,300,1,0,0,1,4,5,1,0
15_C,11,2,7,53,2,1,1,2,400,2,2,586,2,4,2,1,1
15_C,11,2,7,53,3,0,1,0,0,1,1,794,2,3,5,1,2
15_C,11,2,7,53,4,1,1,1,350,2,0,0,1,2,5,1,0
15_C,11,2,7,53,5,0,1,0,0,1,1,647,1,3,1,1,1
15_C,11,2,7,53,6,0,1,0,0,1,1,630,1,1,1,3,0
15_C,11,2,7,53,7,0,1,0,0,2,2,637,1,1,1,1,0
15_C,11,2,7,53,8,0,1,0,0,2,2,821,2,1,2,3,0
15_C,11,2,7,53,9,0,1,0,0,1,1,848,2,1,5,1,0
15_C,11,2,7,53,10,0,1,0,0,1,1,514,1,1,5,3,0
15_C,11,2,7,53,11,1,3,2,350,2,0,0,1,2,1,1,0
15_C,11,2,7,53,12,1,4,1,350,1,0,0,1,4,1,1,2
15_C,11,2,7,54,1,1,4,1,400,1,0,0,1,4,5,1,1
15_C,11,2,7,54,2,0,4,0,0,1,1,583,1,3,1,2,1
15_C,11,2,7,54,3,0,4,0,0,1,1,629,1,1,1,2,0
15_C,11,2,7,54,4,0,4,0,0,2,2,640,1,1,1,1,0
15_C,11,2,7,54,5,0,4,0,0,1,1,699,1,1,1,1,0
15_C,11,2,7,54,6,0,4,0,0,2,2,704,2,1,2,1,0
15_C,11,2,7,54,7,0,4,0,0,1,1,690,1,1,5,1,0
15_C,11,2,7,54,8,0,4,0,0,2,2,668,1,1,1,1,0
15_C,11,2,7,54,9,0,4,0,0,2,2,604,1,1,1,2,0
15_C,11,2,7,54,10,0,4,0,0,2,2,597,1,1,1,2,0
15_C,11,2,7,54,11,0,4,0,0,2,2,666,1,1,1,2,0
15_C,11,2,7,54,12,1,1,2,400,2,0,0,1,2,1,2,0
15_C,11,1,7,55,1,0,32899464,0,0,1,1,766,2,3,5,1,0
15_C,11,1,7,55,2,0,32899464,0,0,1,1,568,1,1,5,2,0
15_C,11,1,7,55,3,0,32899464,0,0,2,2,633,1,1,1,1,0
15_C,11,1,7,55,4,0,32899464,0,0,2,2,662,1,1,1,3,0
15_C,11,1,7,55,5,0,32899464,0,0,2,2,610,1,1,1,3,0
15_C,11,1,7,55,6,0,32899464,0,0,2,2,576,1,1,1,2,0
15_C,11,1,7,55,7,0,32899464,0,0,1,1,601,1,1,1,1,0
15_C,11,1,7,55,8,0,32899464,0,0,1,1,601,1,1,1,3,0
15_C,11,1,7,55,9,0,32899464,0,0,2,1,772,4,1,4,1,0
15_C,11,1,7,55,10,0,32899464,0,0,1,1,665,1,1,5,1,0
15_C,11,1,7,55,11,0,32899464,0,0,1,1,608,1,1,1,2,0
15_C,11,1,7,55,12,0,32899464,0,0,1,1,666,1,1,1,2,0
15_C,11,1,7,56,1,0,32899464,0,0,2,2,663,1,3,5,1,0
15_C,11,1,7,56,2,0,32899464,0,0,1,1,711,2,1,2,1,0
15_C,11,1,7,56,3,0,32899464,0,0,1,1,511,1,1,5,2,0
15_C,11,1,7,56,4,0,32899464,0,0,2,2,628,1,1,1,1,0
15_C,11,1,7,56,5,0,32899464,0,0,1,1,661,1,1,1,1,0
15_C,11,1,7,56,6,0,32899464,0,0,1,1,619,1,1,1,3,0
15_C,11,1,7,56,7,0,32899464,0,0,2,2,590,1,1,1,1,0
15_C,11,1,7,56,8,0,32899464,0,0,1,1,666,1,1,1,1,0
15_C,11,1,7,56,9,0,32899464,0,0,1,1,619,1,1,1,3,0
15_C,11,1,7,56,10,0,32899464,0,0,2,2,680,1,1,1,1,0
15_C,11,1,7,56,11,0,32899464,0,0,1,1,676,1,1,1,1,0
15_C,11,1,7,56,12,0,32899464,0,0,1,1,941,2,1,2,3,0
15_C,11,2,8,57,1,0,32899464,0,0,1,1,1284,2,3,5,1,99
15_C,11,2,8,57,2,0,32899464,0,0,1,1,613,1,1,5,2,0
15_C,11,2,8,57,3,0,32899464,0,0,1,1,545,1,1,1,3,0
15_C,11,2,8,57,4,0,32899464,0,0,2,2,559,1,1,1,1,0
15_C,11,2,8,57,5,1,4,2,300,1,0,0,1,2,1,1,0
15_C,11,2,8,57,6,0,4,0,0,1,1,499,1,3,1,3,2
15_C,11,2,8,57,7,1,2,2,350,1,0,0,1,2,1,2,0
15_C,11,2,8,57,8,0,2,0,0,1,1,604,1,3,1,2,2
15_C,11,2,8,57,9,0,2,0,0,2,2,712,2,1,2,1,0
15_C,11,2,8,57,10,0,2,0,0,2,2,532,1,1,5,2,0
15_C,11,2,8,57,11,0,2,0,0,2,2,637,1,1,1,2,0
15_C,11,2,8,57,12,1,2,2,400,1,1,583,2,2,2,1,0
15_C,11,2,8,58,1,0,2,0,0,1,1,785,2,3,5,1,2
15_C,11,2,8,58,2,0,2,0,0,2,2,653,1,1,5,1,0
15_C,11,2,8,58,3,1,4,2,350,1,0,0,1,2,1,1,0
15_C,11,2,8,58,4,1,2,2,400,1,1,567,2,4,2,2,2
15_C,11,2,8,58,5,1,2,2,350,1,0,0,1,4,5,3,2
15_C,11,2,8,58,6,0,2,0,0,2,2,564,1,3,1,1,2
15_C,11,2,8,58,7,1,3,2,400,2,0,0,1,2,1,2,0
15_C,11,2,8,58,8,0,3,0,0,2,2,591,1,3,1,2,2
15_C,11,2,8,58,9,1,1,1,250,2,0,0,1,2,1,3,0
15_C,11,2,8,58,10,0,1,0,0,2,2,725,2,3,2,2,1
15_C,11,2,8,58,11,0,1,0,0,1,1,555,1,1,5,1,0
15_C,11,2,8,58,12,1,2,1,250,1,0,0,1,2,1,2,0
15_C,11,1,8,59,1,0,32899464,0,0,2,2,675,1,3,5,1,99
15_C,11,1,8,59,2,0,32899464,0,0,1,1,637,1,1,1,1,0
15_C,11,1,8,59,3,0,32899464,0,0,1,1,622,1,1,1,2,0
15_C,11,1,8,59,4,0,32899464,0,0,1,1,619,1,1,1,2,0
15_C,11,1,8,59,5,0,32899464,0,0,2,2,688,1,1,1,1,0
15_C,11,1,8,59,6,0,32899464,0,0,2,2,658,1,1,1,3,0
15_C,11,1,8,59,7,0,32899464,0,0,1,1,599,1,1,1,1,0
15_C,11,1,8,59,8,0,32899464,0,0,1,1,613,1,1,1,2,0
15_C,11,1,8,59,9,0,32899464,0,0,2,2,579,1,1,1,1,0
15_C,11,1,8,59,10,0,32899464,0,0,2,2,636,1,1,1,3,0
15_C,11,1,8,59,11,0,32899464,0,0,1,1,610,1,1,1,1,0
15_C,11,1,8,59,12,0,32899464,0,0,2,2,719,2,1,2,1,0
15_C,11,2,8,60,1,0,2,0,0,1,1,827,2,3,5,1,1
15_C,11,2,8,60,2,1,4,2,450,1,1,524,2,2,5,2,0
15_C,11,2,8,60,3,1,2,2,400,1,1,584,2,4,5,2,2
15_C,11,2,8,60,4,0,2,0,0,2,2,585,1,3,5,1,2
15_C,11,2,8,60,5,0,2,0,0,2,2,676,1,1,1,2,0
15_C,11,2,8,60,6,0,2,0,0,2,2,652,1,1,1,2,0
15_C,11,2,8,60,7,0,2,0,0,2,2,609,1,1,1,2,0
15_C,11,2,8,60,8,0,2,0,0,1,1,668,1,1,1,1,0
15_C,11,2,8,60,9,0,2,0,0,2,2,681,1,1,1,1,0
15_C,11,2,8,60,10,1,2,2,350,1,0,0,1,2,1,1,0
15_C,11,2,8,60,11,0,2,0,0,1,1,578,1,3,1,3,2
15_C,11,2,8,60,12,0,2,0,0,1,1,594,1,1,1,3,0
15_C,11,1,8,61,1,0,32899464,0,0,1,1,615,1,3,5,1,0
15_C,11,1,8,61,2,0,32899464,0,0,1,1,590,1,1,1,2,0
15_C,11,1,8,61,3,0,32899464,0,0,2,2,646,1,1,1,1,0
15_C,11,1,8,61,4,0,32899464,0,0,2,2,658,1,1,1,2,0
15_C,11,1,8,61,5,0,32899464,0,0,1,1,607,1,1,1,1,0
15_C,11,1,8,61,6,0,32899464,0,0,1,1,621,1,1,1,3,0
15_C,11,1,8,61,7,0,32899464,0,0,1,1,709,2,1,2,2,0
15_C,11,1,8,61,8,0,32899464,0,0,1,1,591,1,1,5,3,0
15_C,11,1,8,61,9,0,32899464,0,0,1,1,537,1,1,1,2,0
15_C,11,1,8,61,10,0,32899464,0,0,2,2,641,1,1,1,1,0
15_C,11,1,8,61,11,0,32899464,0,0,1,1,676,1,1,1,1,0
15_C,11,1,8,61,12,0,32899464,0,0,2,2,645,1,1,1,1,0
15_C,11,2,8,62,1,1,4,2,400,1,1,583,2,4,5,1,0
15_C,11,2,8,62,2,1,2,2,350,1,1,533,2,4,5,2,2
15_C,11,2,8,62,3,0,2,0,0,2,2,776,2,3,5,1,2
15_C,11,2,8,62,4,0,2,0,0,1,1,792,2,1,5,1,0
15_C,11,2,8,62,5,0,2,0,0,1,1,597,1,1,5,3,0
15_C,11,2,8,62,6,1,2,2,300,1,0,0,1,2,1,3,0
15_C,11,2,8,62,7,1,3,2,350,2,0,0,1,4,1,1,2
15_C,11,2,8,62,8,1,1,1,300,2,2,479,2,4,2,2,2
15_C,11,2,8,62,9,0,1,0,0,1,1,733,2,3,5,1,1
15_C,11,2,8,62,10,0,1,0,0,2,2,693,1,1,5,1,0
15_C,11,2,8,62,11,1,2,1,250,1,0,0,1,2,1,1,0
15_C,11,2,8,62,12,0,2,0,0,1,1,567,1,3,1,2,1
15_C,11,1,8,63,1,0,32899464,0,0,1,1,566,1,3,5,1,0
15_C,11,1,8,63,2,0,32899464,0,0,2,2,619,1,1,1,1,0
15_C,11,1,8,63,3,0,32899464,0,0,1,1,662,1,1,1,1,0
15_C,11,1,8,63,4,0,32899464,0,0,2,2,805,2,1,2,1,0
15_C,11,1,8,63,5,0,32899464,0,0,1,1,569,1,1,5,1,0
15_C,11,1,8,63,6,0,32899464,0,0,2,2,869,2,1,2,1,0
15_C,11,1,8,63,7,0,32899464,0,0,2,2,663,1,1,5,3,0
15_C,11,1,8,63,8,0,32899464,0,0,1,1,641,1,1,1,1,0
15_C,11,1,8,63,9,0,32899464,0,0,1,1,640,1,1,1,2,0
15_C,11,1,8,63,10,0,32899464,0,0,2,2,681,1,1,1,1,0
15_C,11,1,8,63,11,0,32899464,0,0,1,1,654,1,1,1,1,0
15_C,11,1,8,63,12,0,32899464,0,0,1,1,584,1,1,1,3,0
15_C,11,1,8,64,1,0,32899464,0,0,2,2,904,2,3,5,1,0
15_C,11,1,8,64,2,0,32899464,0,0,2,2,529,1,1,5,2,0
