sid,type,roi,acc
13,action_to_thought,rIPL,0.42875
14,action_to_thought,rIPL,0.437625
15,action_to_thought,rIPL,0.62525
16,action_to_thought,rIPL,0.63025
17,action_to_thought,rIPL,0.6951875
18,action_to_thought,rIPL,0.7391875
19,action_to_thought,rIPL,0.707125
20,action_to_thought,rIPL,0.6268125
21,action_to_thought,rIPL,0.833333333
22,action_to_thought,rIPL,0.4973125
23,action_to_thought,rIPL,0.75
24,action_to_thought,rIPL,0.7485625
1,action_to_thought,ACC,0.8178125
2,action_to_thought,ACC,0.2784375
3,action_to_thought,ACC,0.6415
4,action_to_thought,ACC,0.4728125
5,action_to_thought,ACC,0.4331875
6,action_to_thought,ACC,0.5580625
7,action_to_thought,ACC,0.76125
8,action_to_thought,ACC,0.72525
9,action_to_thought,ACC,0.594
10,action_to_thought,ACC,0.1825
11,action_to_thought,ACC,0.5144375
12,action_to_thought,ACC,0.319875
13,action_to_thought,ACC,0.6129375
14,action_to_thought,ACC,0.489625
15,action_to_thought,ACC,0.565875
16,action_to_thought,ACC,0.395875
17,action_to_thought,ACC,0.23275
18,action_to_thought,ACC,0.3844375
19,action_to_thought,ACC,0.4929375
20,action_to_thought,ACC,0.614125
21,action_to_thought,ACC,0.33375
22,action_to_thought,ACC,0.446625
23,action_to_thought,ACC,0.6390625
24,action_to_thought,ACC,0.3465625
1,action_to_thought,rBG,0.878
2,action_to_thought,rBG,0.6051875
3,action_to_thought,rBG,0.449142857
4,action_to_thought,rBG,0.2605625
5,action_to_thought,rBG,0.4185
6,action_to_thought,rBG,0.7553125
7,action_to_thought,rBG,0.5904375
8,action_to_thought,rBG,0.606625
9,action_to_thought,rBG,0.483571429
10,action_to_thought,rBG,0.6754375
11,action_to_thought,rBG,0.7106875
12,action_to_thought,rBG,0.557375
13,action_to_thought,rBG,0.6791875
14,action_to_thought,rBG,0.4941875
15,action_to_thought,rBG,0.5040625
16,action_to_thought,rBG,0.5508125
17,action_to_thought,rBG,0.490375
18,action_to_thought,rBG,0.33525
19,action_to_thought,rBG,0.464875
20,action_to_thought,rBG,0.4196875
21,action_to_thought,rBG,0.494833333
22,action_to_thought,rBG,0.503
23,action_to_thought,rBG,0.2376875
24,action_to_thought,rBG,0.4733125
1,action_to_thought,lIPL,0.6278125
2,action_to_thought,lIPL,0.2451875
3,action_to_thought,lIPL,0.513428571
4,action_to_thought,lIPL,0.3730625
5,action_to_thought,lIPL,0.512625
6,action_to_thought,lIPL,0.77175
7,action_to_thought,lIPL,0.6580625
8,action_to_thought,lIPL,0.394
9,action_to_thought,lIPL,0.689357143
10,action_to_thought,lIPL,0.337
11,action_to_thought,lIPL,0.73375
12,action_to_thought,lIPL,0.74425
13,action_to_thought,lIPL,0.5063125
14,action_to_thought,lIPL,0.591625
15,action_to_thought,lIPL,0.7828125
16,action_to_thought,lIPL,0.6181875
17,action_to_thought,lIPL,0.9076875
18,action_to_thought,lIPL,0.6803125
19,action_to_thought,lIPL,0.62675
20,action_to_thought,lIPL,0.7425
21,action_to_thought,lIPL,0.585916667
22,action_to_thought,lIPL,0.4974375
23,action_to_thought,lIPL,0.6760625
24,action_to_thought,lIPL,0.5041875
1,action_to_thought,rPreCentr,0.6145625
2,action_to_thought,rPreCentr,0.6264375
3,action_to_thought,rPreCentr,0.298142857
4,action_to_thought,rPreCentr,0.3936875
5,action_to_thought,rPreCentr,0.581125
6,action_to_thought,rPreCentr,0.656125
7,action_to_thought,rPreCentr,0.606375
8,action_to_thought,rPreCentr,0.74375
9,action_to_thought,rPreCentr,0.554
10,action_to_thought,rPreCentr,0.5021875
11,action_to_thought,rPreCentr,0.7213125
12,action_to_thought,rPreCentr,0.4518125
13,action_to_thought,rPreCentr,0.4683125
14,action_to_thought,rPreCentr,0.3584375
15,action_to_thought,rPreCentr,0.7985625
16,action_to_thought,rPreCentr,0.5953125
17,action_to_thought,rPreCentr,0.3873125
18,action_to_thought,rPreCentr,0.493125
19,action_to_thought,rPreCentr,0.6008125
20,action_to_thought,rPreCentr,0.6889375
21,action_to_thought,rPreCentr,0.183833333
22,action_to_thought,rPreCentr,0.6161875
23,action_to_thought,rPreCentr,0.6030625
24,action_to_thought,rPreCentr,0.705875
1,action_to_thought,rSPL,0.719125
2,action_to_thought,rSPL,0.3753125
3,action_to_thought,rSPL,0.286785714
4,action_to_thought,rSPL,0.2835
5,action_to_thought,rSPL,0.616875
6,action_to_thought,rSPL,0.3854375
7,action_to_thought,rSPL,0.514
8,action_to_thought,rSPL,0.482375
9,action_to_thought,rSPL,0.428571429
10,action_to_thought,rSPL,0.562125
11,action_to_thought,rSPL,0.8088125
12,action_to_thought,rSPL,0.46875
13,action_to_thought,rSPL,0.5566875
14,action_to_thought,rSPL,0.32875
15,action_to_thought,rSPL,0.7095625
16,action_to_thought,rSPL,0.517
17,action_to_thought,rSPL,0.3179375
18,action_to_thought,rSPL,0.3025
19,action_to_thought,rSPL,0.6785
20,action_to_thought,rSPL,0.5915
21,action_to_thought,rSPL,0.453
22,action_to_thought,rSPL,0.543375
23,action_to_thought,rSPL,0.545
24,action_to_thought,rSPL,0.07175
